stage_id,stage_order,date,repository,repository_branch,commit_sha,commit_message,milestone_name,judge_headline,project_phase,technical_maturity,lineage_relationship,previous_repository,transition_commit,model,model_family,satellite,orbit_type,dataset,training_samples,test_samples,forecast_horizon,input_features,physics_features,physics_mode,orbital_state_source,key_hyperparameters,w_x,w_y,w_z,w_clock,w_avg,p_x,p_y,p_z,p_clock,h0_x,h0_y,h0_z,h0_clock,aggregate_residual_mean,aggregate_residual_std,qq_outliers,qq_max_discrepancy,mae,rmse,three_d_mae,three_d_rmse,clock_mae,clock_rmse,sisre,official_selection_priority,selection_status,selected_model,problem_addressed,change_introduced,why_next_stage_was_needed,result,performance_change,limitation,next_step,evidence_source,evidence_commit,confidence,notes
STAGE-05,11,2026-09-04 04:14:43,kmbeddedd/NeuroNav,neuronav/kunal,0a6451a,Pipeline Leakage Control,Temporal Leakage Prevention & Causal Validation,Eliminated temporal data leakage with strict causal transforms and gap purging,Phase E — Scientific Validity Improves,validated,direct continuation,kmbeddedd/kkkk,NA,Transformer (Leakage-Safe),Self-Attention,PS-08 GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward,"Strictly causal lags, train-only scaled features, chronological boundary enforcement",None,none,none,"gap_purging=True, train_only_scaling=True",0.8540,0.8620,0.8510,0.8460,0.8532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4527,NA,5.9800,8.1800,0.4560,NA,NA,Verified Leakage-Free,validated_baseline,Random Forest (Leakage-Safe),Data leakage from lookahead features and non-causal standard scalers producing over-optimistic results,"Implemented research/train_multi_model_leakage_free.py with train-only scaling, gap purging, and disjoint validation","Even after purging leakage, GEO models suffered large error spikes due to unmodeled station-keeping excursion cycles","GEO Transformer (Leakage-Safe): Realistic leakage-safe W_avg=0.8532, 3D MAE=5.9800m","Honest, scientifically rigorous baseline established",GEO orbit errors exhibited bimodal excursion regimes (>10m spikes) that generic regressors could not handle,Analyze GEO trajectory dynamics to identify station-keeping excursion regimes and build regime-aware models,0a6451a:research/train_multi_model_leakage_free.py,0a6451a,high,Eliminated all temporal lookahead leakage across preprocessing and evaluation
STAGE-05,11,2026-09-04 04:14:43,kmbeddedd/NeuroNav,neuronav/kunal,0a6451a,Pipeline Leakage Control,Temporal Leakage Prevention & Causal Validation,Eliminated temporal data leakage with strict causal transforms and gap purging,Phase E — Scientific Validity Improves,validated,direct continuation,kmbeddedd/kkkk,NA,Gaussian Process (Leakage-Safe),Kernel Probabilistic,PS-08 MEO,MEO,Data_PS-08/DATA_MEO_Train.csv,72,18,8th-Day Forward,"Strictly causal lags, train-only scaled features, chronological boundary enforcement",None,none,none,"gap_purging=True, train_only_scaling=True",0.9610,0.9650,0.9580,0.9620,0.9615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1374,NA,0.2380,0.3320,0.3980,NA,NA,Verified Leakage-Free,validated_baseline,Gaussian Process (Leakage-Safe),Data leakage from lookahead features and non-causal standard scalers producing over-optimistic results,"Implemented research/train_multi_model_leakage_free.py with train-only scaling, gap purging, and disjoint validation","Even after purging leakage, GEO models suffered large error spikes due to unmodeled station-keeping excursion cycles","MEO Gaussian Process (Leakage-Safe): Realistic leakage-safe W_avg=0.9615, 3D MAE=0.2380m","Honest, scientifically rigorous baseline established",GEO orbit errors exhibited bimodal excursion regimes (>10m spikes) that generic regressors could not handle,Analyze GEO trajectory dynamics to identify station-keeping excursion regimes and build regime-aware models,0a6451a:research/train_multi_model_leakage_free.py,0a6451a,high,Eliminated all temporal lookahead leakage across preprocessing and evaluation
STAGE-05,11,2026-09-04 04:14:43,kmbeddedd/NeuroNav,neuronav/kunal,0a6451a,Pipeline Leakage Control,Temporal Leakage Prevention & Causal Validation,Eliminated temporal data leakage with strict causal transforms and gap purging,Phase E — Scientific Validity Improves,validated,direct continuation,kmbeddedd/kkkk,NA,BiLSTM-GRU (Leakage-Safe),Recurrent Neural Net,PS-08 MEO,MEO,Data_PS-08/DATA_MEO_Train.csv,72,18,8th-Day Forward,"Strictly causal lags, train-only scaled features, chronological boundary enforcement",None,none,none,"gap_purging=True, train_only_scaling=True",0.9520,0.9560,0.9480,0.9540,0.9525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1669,NA,0.2890,0.3980,0.4720,NA,NA,Verified Leakage-Free,validated_baseline,Gaussian Process (Leakage-Safe),Data leakage from lookahead features and non-causal standard scalers producing over-optimistic results,"Implemented research/train_multi_model_leakage_free.py with train-only scaling, gap purging, and disjoint validation","Even after purging leakage, GEO models suffered large error spikes due to unmodeled station-keeping excursion cycles","MEO BiLSTM-GRU (Leakage-Safe): Realistic leakage-safe W_avg=0.9525, 3D MAE=0.2890m","Honest, scientifically rigorous baseline established",GEO orbit errors exhibited bimodal excursion regimes (>10m spikes) that generic regressors could not handle,Analyze GEO trajectory dynamics to identify station-keeping excursion regimes and build regime-aware models,0a6451a:research/train_multi_model_leakage_free.py,0a6451a,high,Eliminated all temporal lookahead leakage across preprocessing and evaluation
STAGE-06,12,2026-09-04 04:42:21,kmbeddedd/NeuroNav,neuronav/kunal,cb0c8bf,Addition of GEO Regime Aware Model,GEO Station-Keeping Excursion Regime Modeling,Discovered GEO station-keeping excursion cycles and regime transitions,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,GEO Regime Aware Residual Forecaster,Regime-Conditioned Neural Forecaster,PS-08 GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward,"x_error, y_error, z_error, satclockerror, excursion indicator, regime threshold boundaries (10m, 25m, 60m)",Station-keeping cycle indicator,regime_indicator,none,"regimes=[Quiescent, Moderate, Severe], thresholds=[10.0, 25.0, 60.0]",0.9020,0.9150,0.8980,0.8910,0.9015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9445,NA,5.1000,7.2100,0.3890,NA,NA,Specialized GEO Architecture,evaluated,GEO Regime Aware Residual Forecaster,GEO satellites undergo periodic station-keeping maneuvers causing severe non-linear excursions that collapse standard models,Implemented research/train_geo_regime_aware.py with hard threshold regime segmentation and regime-conditioned loss,Hard regime switching created artificial discontinuities at boundary thresholds; smooth gating was needed,Pushed GEO Shapiro-Wilk W_avg past 0.90 (0.9015) and reduced 3D MAE to 5.10m,Significant gain on GEO orbit (+0.071 W over BiLSTM),Hard regime transitions caused boundary instability during regime crossing epochs,Construct adaptive Mixture-of-Experts with softmax gating network for smooth regime blending,cb0c8bf:research/train_geo_regime_aware.py,cb0c8bf,high,Crucial domain discovery: GEO errors have multi-modal station-keeping regimes
STAGE-07,13,2026-09-04 05:19:05,kmbeddedd/NeuroNav,neuronav/kunal,05bbd21,Complete GEO Gated MoE model and PS-08 Day-8 benchmark evaluation,GEO Gated Mixture-of-Experts & PS-08 Day-8 Benchmark,Engineered adaptive 3-expert Mixture-of-Experts for GEO excursion management,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,GEO Gated MoE,Mixture-of-Experts,PS-08 GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward Benchmark,"x_error, y_error, z_error, satclockerror, gating logits, expert assignments",None,none,none,"n_experts=3, expert_types=[Quiescent, Moderate, Severe], gating=softmax",0.9280,0.9340,0.9210,0.9170,0.9250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8133,NA,4.8727,6.9400,0.3650,NA,NA,P1 Shapiro-Wilk Champion,SELECTED_CHAMPION,GEO Gated MoE,Handling large discontinuous orbital error excursions without manual thresholding,Implemented train_geo_gated_moe.py and evaluate_day8_all_models.py; 3 specialized experts dynamically weighted by softmax gating,"Research scripts in research/ needed modular package architecture, standardized deployment artifacts, and high-level inference APIs",GEO Gated MoE achieved W_avg=0.9250 and 3D MAE=4.8727m on GEO Day-8 forward benchmark,Highest statistical normality (W=0.9250) and lowest 3D MAE on GEO,Code was distributed across standalone research scripts without unified inference abstractions,Consolidate research models into production deployment package and build high-level inference engine,05bbd21:research/train_geo_gated_moe.py and research/evaluate_day8_all_models.py,05bbd21,high,Definitive Day-8 benchmark evaluation confirming MoE superiority for GEO
STAGE-07,13,2026-09-04 05:19:05,kmbeddedd/NeuroNav,neuronav/kunal,05bbd21,Complete GEO Gated MoE model and PS-08 Day-8 benchmark evaluation,GEO Gated Mixture-of-Experts & PS-08 Day-8 Benchmark,Engineered adaptive 3-expert Mixture-of-Experts for GEO excursion management,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,BiLSTM Baseline,Recurrent Neural Net,PS-08 GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward Benchmark,"x_error, y_error, z_error, satclockerror, gating logits, expert assignments",None,none,none,default,0.8351,0.8412,0.8390,0.8250,0.8351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2792,NA,5.6796,7.8920,0.4326,NA,NA,Evaluated Candidate,REJECTED_LOW_W,GEO Gated MoE,Handling large discontinuous orbital error excursions without manual thresholding,Implemented train_geo_gated_moe.py and evaluate_day8_all_models.py; 3 specialized experts dynamically weighted by softmax gating,"Research scripts in research/ needed modular package architecture, standardized deployment artifacts, and high-level inference APIs",GEO Gated MoE achieved W_avg=0.8351 and 3D MAE=5.6796m on GEO Day-8 forward benchmark,Highest statistical normality (W=0.9250) and lowest 3D MAE on GEO,Code was distributed across standalone research scripts without unified inference abstractions,Consolidate research models into production deployment package and build high-level inference engine,05bbd21:research/train_geo_gated_moe.py and research/evaluate_day8_all_models.py,05bbd21,high,Definitive Day-8 benchmark evaluation confirming MoE superiority for GEO
STAGE-07,13,2026-09-04 05:19:05,kmbeddedd/NeuroNav,neuronav/kunal,05bbd21,Complete GEO Gated MoE model and PS-08 Day-8 benchmark evaluation,GEO Gated Mixture-of-Experts & PS-08 Day-8 Benchmark,Engineered adaptive 3-expert Mixture-of-Experts for GEO excursion management,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,Random Forest,Ensemble Trees,PS-08 GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward Benchmark,"x_error, y_error, z_error, satclockerror, gating logits, expert assignments",None,none,none,default,0.8710,0.8790,0.8680,0.8620,0.8700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1293,NA,5.4200,7.6100,0.4280,NA,NA,Evaluated Candidate,REJECTED_LOWER_W,GEO Gated MoE,Handling large discontinuous orbital error excursions without manual thresholding,Implemented train_geo_gated_moe.py and evaluate_day8_all_models.py; 3 specialized experts dynamically weighted by softmax gating,"Research scripts in research/ needed modular package architecture, standardized deployment artifacts, and high-level inference APIs",GEO Gated MoE achieved W_avg=0.8700 and 3D MAE=5.4200m on GEO Day-8 forward benchmark,Highest statistical normality (W=0.9250) and lowest 3D MAE on GEO,Code was distributed across standalone research scripts without unified inference abstractions,Consolidate research models into production deployment package and build high-level inference engine,05bbd21:research/train_geo_gated_moe.py and research/evaluate_day8_all_models.py,05bbd21,high,Definitive Day-8 benchmark evaluation confirming MoE superiority for GEO
STAGE-07,13,2026-09-04 05:19:05,kmbeddedd/NeuroNav,neuronav/kunal,05bbd21,Complete GEO Gated MoE model and PS-08 Day-8 benchmark evaluation,GEO Gated Mixture-of-Experts & PS-08 Day-8 Benchmark,Engineered adaptive 3-expert Mixture-of-Experts for GEO excursion management,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,Harmonic Ridge,Linear Spectral,PS-08 GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward Benchmark,"x_error, y_error, z_error, satclockerror, gating logits, expert assignments",None,none,none,default,0.8490,0.8560,0.8440,0.8380,0.8468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6259,NA,6.2800,8.6200,0.4950,NA,NA,Evaluated Candidate,REJECTED_HIGH_ERROR,GEO Gated MoE,Handling large discontinuous orbital error excursions without manual thresholding,Implemented train_geo_gated_moe.py and evaluate_day8_all_models.py; 3 specialized experts dynamically weighted by softmax gating,"Research scripts in research/ needed modular package architecture, standardized deployment artifacts, and high-level inference APIs",GEO Gated MoE achieved W_avg=0.8468 and 3D MAE=6.2800m on GEO Day-8 forward benchmark,Highest statistical normality (W=0.9250) and lowest 3D MAE on GEO,Code was distributed across standalone research scripts without unified inference abstractions,Consolidate research models into production deployment package and build high-level inference engine,05bbd21:research/train_geo_gated_moe.py and research/evaluate_day8_all_models.py,05bbd21,high,Definitive Day-8 benchmark evaluation confirming MoE superiority for GEO
STAGE-07,13,2026-09-04 05:19:05,kmbeddedd/NeuroNav,neuronav/kunal,05bbd21,Complete GEO Gated MoE model and PS-08 Day-8 benchmark evaluation,GEO Gated Mixture-of-Experts & PS-08 Day-8 Benchmark,Engineered adaptive 3-expert Mixture-of-Experts for GEO excursion management,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,Gaussian Process,Kernel Probabilistic,PS-08 GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward Benchmark,"x_error, y_error, z_error, satclockerror, gating logits, expert assignments",None,none,none,default,0.8850,0.8920,0.8810,0.8780,0.8840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9734,NA,5.1500,7.2800,0.4010,NA,NA,Evaluated Candidate,REJECTED_LOWER_W,GEO Gated MoE,Handling large discontinuous orbital error excursions without manual thresholding,Implemented train_geo_gated_moe.py and evaluate_day8_all_models.py; 3 specialized experts dynamically weighted by softmax gating,"Research scripts in research/ needed modular package architecture, standardized deployment artifacts, and high-level inference APIs",GEO Gated MoE achieved W_avg=0.8840 and 3D MAE=5.1500m on GEO Day-8 forward benchmark,Highest statistical normality (W=0.9250) and lowest 3D MAE on GEO,Code was distributed across standalone research scripts without unified inference abstractions,Consolidate research models into production deployment package and build high-level inference engine,05bbd21:research/train_geo_gated_moe.py and research/evaluate_day8_all_models.py,05bbd21,high,Definitive Day-8 benchmark evaluation confirming MoE superiority for GEO
STAGE-07,13,2026-09-04 05:19:05,kmbeddedd/NeuroNav,neuronav/kunal,05bbd21,Complete GEO Gated MoE model and PS-08 Day-8 benchmark evaluation,GEO Gated Mixture-of-Experts & PS-08 Day-8 Benchmark,Engineered adaptive 3-expert Mixture-of-Experts for GEO excursion management,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,BiLSTM Baseline,Recurrent Neural Net,PS-08 MEO,MEO,Data_PS-08/DATA_MEO_Train.csv,72,18,8th-Day Forward Benchmark,"x_error, y_error, z_error, satclockerror, gating logits, expert assignments",None,none,none,default,0.9575,0.9610,0.9520,0.9600,0.9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1610,NA,0.2789,0.3840,0.4632,NA,NA,Evaluated Candidate,REJECTED_LOWER_W,Gaussian Process,Handling large discontinuous orbital error excursions without manual thresholding,Implemented train_geo_gated_moe.py and evaluate_day8_all_models.py; 3 specialized experts dynamically weighted by softmax gating,"Research scripts in research/ needed modular package architecture, standardized deployment artifacts, and high-level inference APIs",GEO Gated MoE achieved W_avg=0.9575 and 3D MAE=0.2789m on GEO Day-8 forward benchmark,Highest statistical normality (W=0.9250) and lowest 3D MAE on GEO,Code was distributed across standalone research scripts without unified inference abstractions,Consolidate research models into production deployment package and build high-level inference engine,05bbd21:research/train_geo_gated_moe.py and research/evaluate_day8_all_models.py,05bbd21,high,Definitive Day-8 benchmark evaluation confirming MoE superiority for GEO
STAGE-07,13,2026-09-04 05:19:05,kmbeddedd/NeuroNav,neuronav/kunal,05bbd21,Complete GEO Gated MoE model and PS-08 Day-8 benchmark evaluation,GEO Gated Mixture-of-Experts & PS-08 Day-8 Benchmark,Engineered adaptive 3-expert Mixture-of-Experts for GEO excursion management,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,Random Forest,Ensemble Trees,PS-08 MEO,MEO,Data_PS-08/DATA_MEO_Train.csv,72,18,8th-Day Forward Benchmark,"x_error, y_error, z_error, satclockerror, gating logits, expert assignments",None,none,none,default,0.9620,0.9650,0.9580,0.9630,0.9620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1415,NA,0.2450,0.3420,0.4120,NA,NA,Evaluated Candidate,REJECTED_LOWER_W,Gaussian Process,Handling large discontinuous orbital error excursions without manual thresholding,Implemented train_geo_gated_moe.py and evaluate_day8_all_models.py; 3 specialized experts dynamically weighted by softmax gating,"Research scripts in research/ needed modular package architecture, standardized deployment artifacts, and high-level inference APIs",GEO Gated MoE achieved W_avg=0.9620 and 3D MAE=0.2450m on GEO Day-8 forward benchmark,Highest statistical normality (W=0.9250) and lowest 3D MAE on GEO,Code was distributed across standalone research scripts without unified inference abstractions,Consolidate research models into production deployment package and build high-level inference engine,05bbd21:research/train_geo_gated_moe.py and research/evaluate_day8_all_models.py,05bbd21,high,Definitive Day-8 benchmark evaluation confirming MoE superiority for GEO
STAGE-07,13,2026-09-04 05:19:05,kmbeddedd/NeuroNav,neuronav/kunal,05bbd21,Complete GEO Gated MoE model and PS-08 Day-8 benchmark evaluation,GEO Gated Mixture-of-Experts & PS-08 Day-8 Benchmark,Engineered adaptive 3-expert Mixture-of-Experts for GEO excursion management,Phase F — Satellite-Specific Modelling,specialized,direct continuation,kmbeddedd/kkkk,NA,Gaussian Process,Kernel Probabilistic,PS-08 MEO,MEO,Data_PS-08/DATA_MEO_Train.csv,72,18,8th-Day Forward Benchmark,"x_error, y_error, z_error, satclockerror, gating logits, expert assignments",None,none,none,default,0.9680,0.9710,0.9640,0.9690,0.9680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1276,NA,0.2210,0.3150,0.3850,NA,NA,P1 Shapiro-Wilk Champion,SELECTED_CHAMPION,Gaussian Process,Handling large discontinuous orbital error excursions without manual thresholding,Implemented train_geo_gated_moe.py and evaluate_day8_all_models.py; 3 specialized experts dynamically weighted by softmax gating,"Research scripts in research/ needed modular package architecture, standardized deployment artifacts, and high-level inference APIs",GEO Gated MoE achieved W_avg=0.9680 and 3D MAE=0.2210m on GEO Day-8 forward benchmark,Highest statistical normality (W=0.9250) and lowest 3D MAE on GEO,Code was distributed across standalone research scripts without unified inference abstractions,Consolidate research models into production deployment package and build high-level inference engine,05bbd21:research/train_geo_gated_moe.py and research/evaluate_day8_all_models.py,05bbd21,high,Definitive Day-8 benchmark evaluation confirming MoE superiority for GEO
STAGE-08,14,2026-09-04 05:34:09,kmbeddedd/NeuroNav,neuronav/kunal,aa5e52f,Rename package from neuronav back to src,Production Packaging & Unified Inference Engine,Standardized production package structure and unified inference engine,Phase H — Current Architecture,production-oriented,direct continuation,kmbeddedd/kkkk,NA,NeuroNav Inference Engine & Deployment Registry,Production Architecture,GEO/MEO/MEO2,GEO/MEO,Data_PS-08/,NA,NA,8th-Day Forward,Standardized inference contracts,None,none,none,models/deploy/ exported bundles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineering Infrastructure,architecture_refactored,src/ package structure,Fragmented research scripts prevented clean integration with desktop app and production inference,"Established models/deploy/, standardized src/ package namespace, created tests/ suite with pytest","System lacked physics priors for orbital harmonics and solar radiation pressure, and selection was still heuristic",Clean package hierarchy with reproducible CLI runners and automated test suite,Maintainability and deployment readiness established,Models still operated solely in empirical error space without physical orbital constraints,Incorporate harmonic orbital baseline and solar physics priors,aa5e52f & fabf3b3 git trees and tests/test_inference.py,aa5e52f,high,"Packaging consolidation across commits 69446ae, 99d961c, fabf3b3, aa5e52f"
STAGE-09,15,2026-09-04 05:47:11,kmbeddedd/NeuroNav,neuronav/kunal,ed88b55,"Implement core model accuracy upgrades: harmonic baseline, solar physics, and spectral loss",Harmonic Physics Prior & Spectral Loss Regularization,Augmented forecasters with harmonic orbital priors and spectral loss,Phase G — Physics Integration,physics-aware,direct continuation,kmbeddedd/kkkk,NA,Harmonic Baseline + Spectral Loss Forecasters,Physics-Informed Deep Learning,GEO/MEO,GEO/MEO,Data_PS-08/,114,28,8th-Day Forward,"Orbital period harmonics (24h/12h), Sun-beta angle proxy, shadow factor","Harmonic periodic priors, beta angle proxy, eclipse shadow factor",harmonic_prior_and_solar_proxy,synthetic_nominal,"lambda_spectral=0.05, harmonic_modes=[1, 2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy Upgrades,integrated,Harmonic & Spectral Forecaster,Pure ML models suffered non-physical frequency drift and high-frequency spectral distortion over long leads,"Added harmonic baseline fitting, spectral frequency penalty loss, and initial solar physics routines",Model selection was still driven by generic MAE/RMSE rather than the official PS-08 evaluation criteria,Suppressed spurious high-frequency noise and anchored long-horizon predictions to orbital resonance modes,Physical plausibility of trajectories substantially improved,Official evaluation criteria required strict 3-tier Shapiro-Wilk hierarchy rather than MAE minimization,"Codify official 3-tier evaluation hierarchy (P1: Shapiro-Wilk W, P2: Bias/Std, P3: Q-Q)",ed88b55 source diff in src/forecasting/baselines.py and losses,ed88b55,high,Introduced harmonic orbital physics and spectral regularization
STAGE-10,16,2026-09-04 07:12:23,kmbeddedd/NeuroNav,neuronav/kunal,e30f802,Changes in the model selection algorithm,Official Competition 3-Tier Statistical Selection Hierarchy,Implemented official 3-tier statistical selection hierarchy (P1: Shapiro-Wilk W),Phase D — Evaluation Becomes Rigorous,validated,direct continuation,kmbeddedd/kkkk,NA,Official Selection Engine (src/forecasting/validation.py),Statistical Decision Rule,GEO/MEO/MEO2,GEO/MEO,Data_PS-08/,NA,NA,8th-Day Forward,Predicted vs Actual residuals,None,none,none,"p1_tolerance=1e-3, p2_tolerance=1e-3, alpha=0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Official Hierarchy Decision Rule,implemented,select_best_model() Decision Rule,Subjective or ad-hoc model selection using MAE/RMSE violated the official competition rules,"Implemented strict 3-tier selection rule in validation.py: P1 Shapiro-Wilk W_avg (equal weight X,Y,Z,Clock); P2 Bias/Std tie-breaker; P3 Q-Q Outlier tie-breaker",Different satellites had distinct optimal models; model registry needed to dynamically store satellite-specific champions,"Automated, mathematically deterministic model selection adhering 100% to competition scoring rules",Decision criteria fully aligned with hackathon evaluation rubric,Model selection decisions were not yet routed automatically per uploaded satellite dataset,Build SatelliteModelRegistry and PredictionRouter supporting single-satellite uploads,e30f802:src/forecasting/validation.py,e30f802,high,Official P1/P2/P3 evaluation logic enforced in validation.py
STAGE-11,17,2026-09-04 09:18:48,kmbeddedd/NeuroNav,neuronav/kunal,0596e66,New algorithms training,"Satellite-Specific Model Registry, Routing, and Calibration",Constructed satellite-specific model registry and runtime prediction router,Phase F — Satellite-Specific Modelling,production-oriented,direct continuation,kmbeddedd/kkkk,NA,geo_moe (GEO),Satellite-Calibrated Candidate,GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward,"x_error, y_error, z_error, satclockerror, calibrated lag features",None,none,none,satellite_manifest_provenance=True,0.9250,0.9310,0.9220,0.9180,0.9240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8133,NA,4.8727,6.9400,0.3650,NA,NA,Priority 1 Shapiro-Wilk,OFFICIAL_CHAMPION_P1,geo_moe,"Global one-size-fits-all model failed because GEO, MEO, and MEO2 exhibit completely different dynamic regimes",Implemented SatelliteModelRegistry and PredictionRouter; created satellite manifests with calibrated candidate models,Physics features were calculated post-hoc or using synthetic orbits instead of genuine satellite orbit state vectors,GEO Champion: geo_moe with official W_avg=0.9240 and 3D MAE=4.8727m,Satellite-specific specialization maximized W_avg for every orbit class independently,Physics pipeline used synthetic nominal orbits without handling optional user-provided state vectors,Integrate ProvidedStateProvider and NominalStateProvider with RIC and solar radiation physics,012dd2e & 0596e66:src/forecasting/registry.py and router.py,0596e66,high,Saved calibrated manifests in models/deploy/manifests/
STAGE-11,17,2026-09-04 09:18:48,kmbeddedd/NeuroNav,neuronav/kunal,0596e66,New algorithms training,"Satellite-Specific Model Registry, Routing, and Calibration",Constructed satellite-specific model registry and runtime prediction router,Phase F — Satellite-Specific Modelling,production-oriented,direct continuation,kmbeddedd/kkkk,NA,random_forest (GEO),Satellite-Calibrated Candidate,GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward,"x_error, y_error, z_error, satclockerror, calibrated lag features",None,none,none,satellite_manifest_provenance=True,0.8710,0.8790,0.8680,0.8620,0.8700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1293,NA,5.4200,7.6100,0.4280,NA,NA,Evaluated Candidate,REJECTED_LOWER_W,NA,"Global one-size-fits-all model failed because GEO, MEO, and MEO2 exhibit completely different dynamic regimes",Implemented SatelliteModelRegistry and PredictionRouter; created satellite manifests with calibrated candidate models,Physics features were calculated post-hoc or using synthetic orbits instead of genuine satellite orbit state vectors,GEO Champion: random_forest with official W_avg=0.8700 and 3D MAE=5.4200m,Satellite-specific specialization maximized W_avg for every orbit class independently,Physics pipeline used synthetic nominal orbits without handling optional user-provided state vectors,Integrate ProvidedStateProvider and NominalStateProvider with RIC and solar radiation physics,012dd2e & 0596e66:src/forecasting/registry.py and router.py,0596e66,high,Saved calibrated manifests in models/deploy/manifests/
STAGE-11,17,2026-09-04 09:18:48,kmbeddedd/NeuroNav,neuronav/kunal,0596e66,New algorithms training,"Satellite-Specific Model Registry, Routing, and Calibration",Constructed satellite-specific model registry and runtime prediction router,Phase F — Satellite-Specific Modelling,production-oriented,direct continuation,kmbeddedd/kkkk,NA,harmonic_ridge (GEO),Satellite-Calibrated Candidate,GEO,GEO,Data_PS-08/DATA_GEO_Train.csv,114,28,8th-Day Forward,"x_error, y_error, z_error, satclockerror, calibrated lag features",None,none,none,satellite_manifest_provenance=True,0.8490,0.8560,0.8440,0.8380,0.8468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6259,NA,6.2800,8.6200,0.4950,NA,NA,Evaluated Candidate,REJECTED_LOWER_W,NA,"Global one-size-fits-all model failed because GEO, MEO, and MEO2 exhibit completely different dynamic regimes",Implemented SatelliteModelRegistry and PredictionRouter; created satellite manifests with calibrated candidate models,Physics features were calculated post-hoc or using synthetic orbits instead of genuine satellite orbit state vectors,GEO Champion: harmonic_ridge with official W_avg=0.8468 and 3D MAE=6.2800m,Satellite-specific specialization maximized W_avg for every orbit class independently,Physics pipeline used synthetic nominal orbits without handling optional user-provided state vectors,Integrate ProvidedStateProvider and NominalStateProvider with RIC and solar radiation physics,012dd2e & 0596e66:src/forecasting/registry.py and router.py,0596e66,high,Saved calibrated manifests in models/deploy/manifests/
